dbb35c172b49d79839b33df7aed97c24|Giesskanne|giesskanne
a8660014541cc6082cc5fb8e654e574f|Marienkäfer|marienkäfer
b07fa00e4647e846db0a65b871c23cd5|Schornstein|schornstein
5f93edd00e2e1d3b59b3d3a0ca74f97b|Eichhörnchen|eichhörnchen
d9d753b6aaed65c26b9b680a00fcca0d|Schmetterling|schmetterling
05b21f4f3d7b5fb5689feb247fc1095a|Nordwind und Sonne|nordwind und sonne
ad321dd5112be7e0dab301d0a4ae66f0|Endlich gab der Nordwind den Kampf auf.|endlich gab der nordwind den kampf auf.
a4a8bd01cc56e37d0c7388b00abedac5|Da musste der Nordwind zugeben, dass die Sonne von ihnen beiden der Stärkere war.|da musste der nordwind zugeben, dass die sonne von ihnen beiden der stärkere war.
98539d0ba0597897bd1dafa5bd8d8836|Der Nordwind blies mit aller Macht, aber je mehr er blies, desto fester hüllte sich der Wanderer in seinen Mantel ein.|der nordwind blies mit aller macht, aber je mehr er blies, desto fester hüllte sich der wanderer in seinen mantel ein.
14b00bf2aab318bd2af3653b86656fa5|Sie wurden einig, dass derjenige für den Stärkeren gelten sollte, der den Wanderer zwingen würde, seinen Mantel abzunehmen.|sie wurden einig, dass derjenige für den stärkeren gelten sollte, der den wanderer zwingen würde, seinen mantel abzunehmen.
31f088bba381d7c2496219fb78adfa33|Nun erwärmte die Sonne die Luft mit ihren freundlichen Strahlen, und schon nach wenigen Augenblicken zog der Wanderer seinen Mantel aus.|nun erwärmte die sonne die luft mit ihren freundlichen strahlen, und schon nach wenigen augenblicken zog der wanderer seinen mantel aus.
3371f313895693b5d791c4295438faa0|Einst stritten sich Nordwind und Sonne, wer von ihnen beiden wohl der Stärkere wäre, als ein Wanderer, der in einen warmen Mantel gehüllt war, des Weges daherkam.|einst stritten sich nordwind und sonne, wer von ihnen beiden wohl der stärkere wäre, als ein wanderer, der in einen warmen mantel gehüllt war, des weges daherkam.
